SRC_IP,DST_IP,SRC_PORT,DST_PORT,PROTOCOL,TOS,TIMESTAMP_START,TIMESTAMP_END,PACKETS,BYTES
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:33:13.663089,2022-02-08 15:33:13.663089,1,522
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:33:13.663089,2022-02-08 15:33:13.663089,1,542
fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 15:33:32.041053,2022-02-08 15:33:32.041053,1,128
fe80::6c16:86ff:fe17:3d8e,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 15:33:32.051505,2022-02-08 15:33:32.051505,1,96
fe80::6c16:86ff:fe17:3d8e,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 15:33:32.672784,2022-02-08 15:33:32.672784,1,96
fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 15:34:47.082069,2022-02-08 15:34:47.082069,1,128
fe80::6c16:86ff:fe17:3d8e,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 15:34:47.095365,2022-02-08 15:34:47.095365,1,96
fe80::6c16:86ff:fe17:3d8e,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 15:34:47.267480,2022-02-08 15:34:47.267480,1,96
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:31.801444,2022-02-08 15:35:31.801444,1,138
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:31.802921,2022-02-08 15:35:31.802921,1,158
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:33.003542,2022-02-08 15:35:33.003542,1,138
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:33.003543,2022-02-08 15:35:33.003543,1,158
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:33.967654,2022-02-08 15:35:33.967654,1,96
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:38.994799,2022-02-08 15:35:38.994799,1,290
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:38.994800,2022-02-08 15:35:38.994800,1,310
192.168.64.3,91.189.94.4,38582,123,udp,16,2022-02-08 15:35:39.776212,2022-02-08 15:35:39.776212,1,76
91.189.94.4,192.168.64.3,123,38582,udp,24,2022-02-08 15:35:39.914961,2022-02-08 15:35:39.914961,1,76
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.134879,2022-02-08 15:35:41.134879,1,645
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.134879,2022-02-08 15:35:41.134879,1,665
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.135383,2022-02-08 15:35:41.135383,1,415
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.135384,2022-02-08 15:35:41.135384,1,435
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:41.194001,2022-02-08 15:35:41.194001,2,174
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.408620,2022-02-08 15:35:41.408620,1,286
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.408620,2022-02-08 15:35:41.408620,1,306
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.638921,2022-02-08 15:35:41.638921,1,171
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.638921,2022-02-08 15:35:41.638921,1,191
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.738796,2022-02-08 15:35:41.738796,1,286
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.738797,2022-02-08 15:35:41.738797,1,306
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.888549,2022-02-08 15:35:41.888549,1,171
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.888550,2022-02-08 15:35:41.888550,1,191
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:41.989328,2022-02-08 15:35:41.989328,1,1216
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:41.989329,2022-02-08 15:35:41.989329,1,1236
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:42.137207,2022-02-08 15:35:42.137207,1,566
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:42.137207,2022-02-08 15:35:42.137207,1,586
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:42.137762,2022-02-08 15:35:42.137762,1,415
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:42.137762,2022-02-08 15:35:42.137762,1,435
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:42.244400,2022-02-08 15:35:42.244400,1,171
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:42.244400,2022-02-08 15:35:42.244400,1,191
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:42.494699,2022-02-08 15:35:42.494699,1,185
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:42.494700,2022-02-08 15:35:42.494700,1,205
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:42.699193,2022-02-08 15:35:42.699193,1,78
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:42.700088,2022-02-08 15:35:42.700088,1,96
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:42.700224,2022-02-08 15:35:42.700224,1,78
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:42.989513,2022-02-08 15:35:42.989513,1,1216
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:42.989513,2022-02-08 15:35:42.989513,1,1236
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:43.498002,2022-02-08 15:35:43.498002,1,185
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:43.498003,2022-02-08 15:35:43.498003,1,205
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:44.140886,2022-02-08 15:35:44.140886,1,1477
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:44.140886,2022-02-08 15:35:44.140886,1,1497
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:44.205265,2022-02-08 15:35:44.205265,1,78
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:44.205362,2022-02-08 15:35:44.205362,1,78
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:45.145273,2022-02-08 15:35:45.145273,1,566
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:45.145273,2022-02-08 15:35:45.145273,1,586
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:45.499914,2022-02-08 15:35:45.499914,1,185
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:45.499915,2022-02-08 15:35:45.499915,1,205
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:45.705906,2022-02-08 15:35:45.705906,1,96
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:45.706574,2022-02-08 15:35:45.706574,1,78
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:47.204940,2022-02-08 15:35:47.204940,1,96
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:48.140075,2022-02-08 15:35:48.140075,1,1471
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:48.140075,2022-02-08 15:35:48.140075,1,1491
192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 15:35:48.704256,2022-02-08 15:35:48.704256,1,96
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:35:54.164303,2022-02-08 15:35:54.164303,1,551
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:35:54.164304,2022-02-08 15:35:54.164304,1,571
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:14.369544,2022-02-08 15:36:14.369544,1,654
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:14.369545,2022-02-08 15:36:14.369545,1,674
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:14.369791,2022-02-08 15:36:14.369791,1,145
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:14.369871,2022-02-08 15:36:14.369871,1,165
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:14.619124,2022-02-08 15:36:14.619124,1,286
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:14.619125,2022-02-08 15:36:14.619125,1,306
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:14.871693,2022-02-08 15:36:14.871693,1,286
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:14.872494,2022-02-08 15:36:14.872494,1,306
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:15.122571,2022-02-08 15:36:15.122571,1,1308
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:15.122571,2022-02-08 15:36:15.122571,1,1328
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:15.368702,2022-02-08 15:36:15.368702,1,145
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:15.368703,2022-02-08 15:36:15.368703,1,165
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:15.370135,2022-02-08 15:36:15.370135,1,551
fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 15:36:15.370135,2022-02-08 15:36:15.370135,1,571
192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 15:36:16.123696,2022-02-08 15:36:16.123696,1,1308
