,SRC_IP,DST_IP,SRC_PORT,DST_PORT,PROTOCOL,TOS,TIMESTAMP_START,TIMESTAMP_END,PACKETS,BYTES
3554,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.875835,2022-02-08 01:54:01.875835,1,344
3555,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.875846,2022-02-08 01:54:01.875846,1,52
3556,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.875958,2022-02-08 01:54:01.875958,1,121
3557,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.875961,2022-02-08 01:54:01.875961,1,52
3558,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876157,2022-02-08 01:54:01.876157,1,229
3559,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876184,2022-02-08 01:54:01.876184,1,425
3560,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876238,2022-02-08 01:54:01.876238,1,1420
3561,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876239,2022-02-08 01:54:01.876239,1,1420
3562,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876241,2022-02-08 01:54:01.876241,2,2840
3563,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876276,2022-02-08 01:54:01.876276,1,1420
3564,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876277,2022-02-08 01:54:01.876277,1,1420
3565,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.876282,2022-02-08 01:54:01.876282,2,2840
3566,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.898844,2022-02-08 01:54:01.898844,2,142
3567,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.898860,2022-02-08 01:54:01.898860,1,1420
3568,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.898861,2022-02-08 01:54:01.898861,1,1420
3569,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.898870,2022-02-08 01:54:01.898870,2,2840
3570,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.898963,2022-02-08 01:54:01.898963,2,2840
3571,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.899259,2022-02-08 01:54:01.899259,2,104
3572,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.899265,2022-02-08 01:54:01.899265,2,2840
3573,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:01.899269,2022-02-08 01:54:01.899269,2,2121
3574,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.899524,2022-02-08 01:54:01.899524,1,52
3575,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.906676,2022-02-08 01:54:01.906676,1,52
3576,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.920429,2022-02-08 01:54:01.920429,2,104
3577,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.920616,2022-02-08 01:54:01.920616,1,52
3578,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.920770,2022-02-08 01:54:01.920770,1,52
3579,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.921505,2022-02-08 01:54:01.921505,1,52
3580,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.921659,2022-02-08 01:54:01.921659,1,52
3581,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.921963,2022-02-08 01:54:01.921963,1,52
3582,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.922088,2022-02-08 01:54:01.922088,1,52
3583,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:01.922362,2022-02-08 01:54:01.922362,2,104
3584,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:02.009966,2022-02-08 01:54:02.009966,1,510
3585,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:54:02.010277,2022-02-08 01:54:02.010277,1,98
3586,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:54:02.031041,2022-02-08 01:54:02.031041,1,52
3587,192.168.64.2,192.168.64.1,43353,53,udp,0,2022-02-08 01:54:11.814409,2022-02-08 01:54:11.814409,1,85
3588,192.168.64.2,192.168.64.1,53838,53,udp,0,2022-02-08 01:54:11.814544,2022-02-08 01:54:11.814544,1,85
3589,192.168.64.1,192.168.64.2,53,53838,udp,0,2022-02-08 01:54:11.816547,2022-02-08 01:54:11.816547,1,166
3590,192.168.64.1,192.168.64.2,53,43353,udp,0,2022-02-08 01:54:11.824633,2022-02-08 01:54:11.824633,1,101
3591,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.825214,2022-02-08 01:54:11.825214,1,60
3592,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.846891,2022-02-08 01:54:11.846891,1,60
3593,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.846920,2022-02-08 01:54:11.846920,1,52
3594,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.848308,2022-02-08 01:54:11.848308,1,569
3595,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.869931,2022-02-08 01:54:11.869931,1,52
3596,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.879637,2022-02-08 01:54:11.879637,1,2100
3597,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.879647,2022-02-08 01:54:11.879647,1,52
3598,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.879975,2022-02-08 01:54:11.879975,1,1420
3599,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.879979,2022-02-08 01:54:11.879979,1,52
3600,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.880389,2022-02-08 01:54:11.880389,1,1208
3601,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.880393,2022-02-08 01:54:11.880393,1,52
3602,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.881651,2022-02-08 01:54:11.881651,1,116
3603,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.881860,2022-02-08 01:54:11.881860,1,222
3604,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.881872,2022-02-08 01:54:11.881872,1,291
3605,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.903901,2022-02-08 01:54:11.903901,2,683
3606,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.903911,2022-02-08 01:54:11.903911,1,52
3607,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.903918,2022-02-08 01:54:11.903918,1,52
3608,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:11.904102,2022-02-08 01:54:11.904102,1,83
3609,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:11.931697,2022-02-08 01:54:11.931697,1,52
3610,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:12.014185,2022-02-08 01:54:12.014185,1,184
3611,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.014231,2022-02-08 01:54:12.014231,1,52
3612,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:12.017029,2022-02-08 01:54:12.017029,4,1225
3613,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.017063,2022-02-08 01:54:12.017063,1,52
3614,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.017105,2022-02-08 01:54:12.017105,1,52
3615,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.017109,2022-02-08 01:54:12.017109,1,52
3616,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.017119,2022-02-08 01:54:12.017119,1,64
3617,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:54:12.017522,2022-02-08 01:54:12.017522,1,91
3618,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:54:12.047664,2022-02-08 01:54:12.047664,1,52
3619,52.39.242.231,192.168.64.2,443,38722,tcp,0,2022-02-08 01:54:12.558221,2022-02-08 01:54:12.558221,1,83
3620,192.168.64.2,52.39.242.231,38722,443,tcp,0,2022-02-08 01:54:12.558364,2022-02-08 01:54:12.558364,1,52
3621,192.168.64.2,52.39.242.231,38722,443,tcp,0,2022-02-08 01:54:12.558981,2022-02-08 01:54:12.558981,1,87
3622,52.39.242.231,192.168.64.2,443,38722,tcp,0,2022-02-08 01:54:12.671083,2022-02-08 01:54:12.671083,1,52
3623,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:13.384872,2022-02-08 01:54:13.384872,1,96
3624,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:14.094554,2022-02-08 01:54:14.094554,1,96
3625,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:14.810806,2022-02-08 01:54:14.810806,1,96
3626,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:18.415379,2022-02-08 01:54:18.415379,1,290
3627,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:18.415379,2022-02-08 01:54:18.415379,1,310
3628,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:20.579253,2022-02-08 01:54:20.579253,1,645
3629,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:20.579253,2022-02-08 01:54:20.579253,1,665
3630,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:20.579900,2022-02-08 01:54:20.579900,1,415
3631,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:20.579900,2022-02-08 01:54:20.579900,1,435
3632,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:20.613400,2022-02-08 01:54:20.613400,1,78
3633,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:20.652910,2022-02-08 01:54:20.652910,1,78
3634,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:20.830296,2022-02-08 01:54:20.830296,1,286
3635,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:20.830296,2022-02-08 01:54:20.830296,1,306
3636,fe80::f84d:89ff:fe09:264,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 01:54:21.024879,2022-02-08 01:54:21.024879,1,76
3637,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.035675,2022-02-08 01:54:21.035675,2,790
3638,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.035675,2022-02-08 01:54:21.035675,2,830
3639,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.134193,2022-02-08 01:54:21.134193,1,171
3640,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.134194,2022-02-08 01:54:21.134194,1,191
3641,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.285869,2022-02-08 01:54:21.285869,1,286
3642,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.286944,2022-02-08 01:54:21.286944,1,306
3643,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.386610,2022-02-08 01:54:21.386610,1,171
3644,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.386611,2022-02-08 01:54:21.386611,1,191
3645,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.537413,2022-02-08 01:54:21.537413,1,306
3646,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.537414,2022-02-08 01:54:21.537414,1,286
3647,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.611003,2022-02-08 01:54:21.611003,1,415
3648,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.611084,2022-02-08 01:54:21.611084,1,435
3649,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.638286,2022-02-08 01:54:21.638286,1,623
3650,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.638287,2022-02-08 01:54:21.638287,1,643
3651,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.787430,2022-02-08 01:54:21.787430,1,1216
3652,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.787430,2022-02-08 01:54:21.787430,1,1236
3653,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:21.887157,2022-02-08 01:54:21.887157,1,185
3654,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:21.887157,2022-02-08 01:54:21.887157,1,205
3655,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:22.789939,2022-02-08 01:54:22.789939,1,1308
3656,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:22.791430,2022-02-08 01:54:22.791430,1,1328
3657,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:23.610539,2022-02-08 01:54:23.610539,1,415
3658,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:23.610829,2022-02-08 01:54:23.610829,1,435
3659,fe80::f84d:89ff:fe09:264,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 01:54:24.027674,2022-02-08 01:54:24.027674,1,76
3660,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:24.647073,2022-02-08 01:54:24.647073,1,566
3661,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:24.647074,2022-02-08 01:54:24.647074,1,586
3662,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:24.789633,2022-02-08 01:54:24.789633,1,1308
3663,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:24.790538,2022-02-08 01:54:24.790538,1,1328
3664,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:25.679952,2022-02-08 01:54:25.679952,1,96
3665,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:27.204790,2022-02-08 01:54:27.204790,1,96
3666,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:27.614965,2022-02-08 01:54:27.614965,1,1471
3667,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:27.614966,2022-02-08 01:54:27.614966,1,1491
3668,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:28.717955,2022-02-08 01:54:28.717955,1,96
3669,192.168.64.1,192.168.64.255,137,137,udp,0,2022-02-08 01:54:31.616567,2022-02-08 01:54:31.616567,1,78
3670,192.168.64.1,192.168.64.255,138,138,udp,0,2022-02-08 01:54:31.696442,2022-02-08 01:54:31.696442,1,202
3671,192.168.64.2,34.98.75.36,40508,443,tcp,0,2022-02-08 01:54:32.858879,2022-02-08 01:54:32.858879,1,91
3672,192.168.64.2,99.84.70.47,39122,443,tcp,0,2022-02-08 01:54:32.859042,2022-02-08 01:54:32.859042,1,91
3673,192.168.64.2,34.98.75.36,40508,443,tcp,0,2022-02-08 01:54:32.859612,2022-02-08 01:54:32.859612,1,76
3674,192.168.64.2,99.84.70.47,39122,443,tcp,0,2022-02-08 01:54:32.860397,2022-02-08 01:54:32.860397,1,76
3675,192.168.64.2,99.84.70.47,39122,443,tcp,0,2022-02-08 01:54:32.860409,2022-02-08 01:54:32.860409,1,52
3676,34.98.75.36,192.168.64.2,443,40508,tcp,0,2022-02-08 01:54:32.893495,2022-02-08 01:54:32.893495,1,52
3677,34.98.75.36,192.168.64.2,443,40508,tcp,0,2022-02-08 01:54:32.913537,2022-02-08 01:54:32.913537,1,52
3678,192.168.64.2,34.98.75.36,40508,443,tcp,0,2022-02-08 01:54:32.913635,2022-02-08 01:54:32.913635,1,52
3679,99.84.70.47,192.168.64.2,443,39122,tcp,0,2022-02-08 01:54:32.953245,2022-02-08 01:54:32.953245,1,52
3680,99.84.70.47,192.168.64.2,443,39122,tcp,0,2022-02-08 01:54:32.953247,2022-02-08 01:54:32.953247,1,52
3681,192.168.64.2,99.84.70.47,39122,443,tcp,0,2022-02-08 01:54:32.953394,2022-02-08 01:54:32.953394,1,52
3682,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:33.665241,2022-02-08 01:54:33.665241,1,551
3683,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:33.665242,2022-02-08 01:54:33.665242,1,571
3684,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:36.430025,2022-02-08 01:54:36.430025,1,1476
3685,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:36.430026,2022-02-08 01:54:36.430026,3,4331
3686,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:36.430026,2022-02-08 01:54:36.430026,4,5887
3687,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:36.430198,2022-02-08 01:54:36.430198,1,137
3688,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:36.430198,2022-02-08 01:54:36.430198,1,157
3689,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:36.527228,2022-02-08 01:54:36.527228,1,1479
3690,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:36.527229,2022-02-08 01:54:36.527229,1,700
3691,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:36.527229,2022-02-08 01:54:36.527229,2,2219
3692,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:37.446870,2022-02-08 01:54:37.446870,1,1476
3693,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:37.446871,2022-02-08 01:54:37.446871,4,5975
3694,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:37.446871,2022-02-08 01:54:37.446871,3,4419
3695,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:37.447163,2022-02-08 01:54:37.447163,2,2144
3696,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:37.447163,2022-02-08 01:54:37.447163,2,2184
3697,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:40.454643,2022-02-08 01:54:40.454643,1,1476
3698,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:40.454644,2022-02-08 01:54:40.454644,3,4419
3699,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:40.454644,2022-02-08 01:54:40.454644,4,5975
3700,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:40.454865,2022-02-08 01:54:40.454865,2,2144
3701,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:40.454865,2022-02-08 01:54:40.454865,2,2184
3702,192.168.64.1,192.168.64.255,138,138,udp,0,2022-02-08 01:54:42.403380,2022-02-08 01:54:42.403380,1,202
3703,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:49.474251,2022-02-08 01:54:49.474251,1,1476
3704,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:49.474252,2022-02-08 01:54:49.474252,3,4419
3705,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:49.474252,2022-02-08 01:54:49.474252,4,5975
3706,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:49.474913,2022-02-08 01:54:49.474913,1,1468
3707,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:49.474913,2022-02-08 01:54:49.474913,1,1488
3708,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:49.474914,2022-02-08 01:54:49.474914,1,676
3709,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:49.474914,2022-02-08 01:54:49.474914,1,696
3710,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:53.831524,2022-02-08 01:54:53.831524,1,1432
3711,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:53.831525,2022-02-08 01:54:53.831525,4,5326
3712,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:53.831525,2022-02-08 01:54:53.831525,3,3814
3713,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:53.832268,2022-02-08 01:54:53.832268,1,145
3714,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:53.832268,2022-02-08 01:54:53.832268,1,165
3715,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.078083,2022-02-08 01:54:54.078083,1,286
3716,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.078084,2022-02-08 01:54:54.078084,1,306
3717,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.329732,2022-02-08 01:54:54.329732,1,286
3718,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.330221,2022-02-08 01:54:54.330221,1,306
3719,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.582026,2022-02-08 01:54:54.582026,1,1308
3720,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.582026,2022-02-08 01:54:54.582026,1,1328
3721,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.826857,2022-02-08 01:54:54.826857,1,145
3722,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.826859,2022-02-08 01:54:54.826859,1,165
3723,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.845469,2022-02-08 01:54:54.845469,1,1467
3724,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.846545,2022-02-08 01:54:54.846545,1,1487
3725,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.847412,2022-02-08 01:54:54.847412,1,1477
3726,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.847412,2022-02-08 01:54:54.847412,1,1497
3727,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.847643,2022-02-08 01:54:54.847643,1,1478
3728,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.847769,2022-02-08 01:54:54.847769,1,1498
3729,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:54.847904,2022-02-08 01:54:54.847904,1,611
3730,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:54.848171,2022-02-08 01:54:54.848171,1,631
3731,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:55.583652,2022-02-08 01:54:55.583652,1,1308
3732,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:55.583653,2022-02-08 01:54:55.583653,1,1328
3733,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:56.829098,2022-02-08 01:54:56.829098,1,1336
3734,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:56.830698,2022-02-08 01:54:56.830698,1,1356
3735,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:57.848206,2022-02-08 01:54:57.848206,1,1467
3736,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:57.848207,2022-02-08 01:54:57.848207,1,1487
3737,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:57.848475,2022-02-08 01:54:57.848475,1,1477
3738,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:57.848475,2022-02-08 01:54:57.848475,1,1497
3739,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:57.848674,2022-02-08 01:54:57.848674,1,1478
3740,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:57.848674,2022-02-08 01:54:57.848674,1,1498
3741,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:54:57.848806,2022-02-08 01:54:57.848806,1,611
3742,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:54:57.850770,2022-02-08 01:54:57.850770,1,631
3743,192.168.64.1,192.168.64.255,138,138,udp,0,2022-02-08 01:54:59.301912,2022-02-08 01:54:59.301912,1,202
3744,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:55:00.830289,2022-02-08 01:55:00.830289,1,1336
3745,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:55:00.830290,2022-02-08 01:55:00.830290,1,1356
3746,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:55:00.835541,2022-02-08 01:55:00.835541,1,98
3747,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:55:00.858415,2022-02-08 01:55:00.858415,1,52
3748,34.120.208.123,192.168.64.2,443,49656,tcp,0,2022-02-08 01:55:00.858416,2022-02-08 01:55:00.858416,1,98
3749,192.168.64.2,34.120.208.123,49656,443,tcp,0,2022-02-08 01:55:00.902206,2022-02-08 01:55:00.902206,1,52
3750,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:55:06.860399,2022-02-08 01:55:06.860399,1,1468
3751,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 01:55:06.860400,2022-02-08 01:55:06.860400,2,1576
3752,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:55:06.860400,2022-02-08 01:55:06.860400,2,2949
3753,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 01:55:06.860723,2022-02-08 01:55:06.860723,1,155
3754,192.168.64.2,34.117.237.239,56020,443,tcp,0,2022-02-08 01:55:10.840090,2022-02-08 01:55:10.840090,1,91
3755,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:55:10.863272,2022-02-08 01:55:10.863272,1,91
3756,34.117.237.239,192.168.64.2,443,56020,tcp,0,2022-02-08 01:55:10.863273,2022-02-08 01:55:10.863273,1,52
